CaseNumber,PRSM,Amt.Repaid.at.6.Months,Nominal.Loan.Amount,Total.Amt.to.be.Repaid,Repayment.Percentage,Commission.Upfront,Validated.Monthly.Batch,Historical.Monthly.Credit.Card.Receipts,Months.of.History,Loan.Type,FICO,Years.In.Business,Num.of.Credit.Lines,Satisfied.Accounts,Num.of.Paid.off.Credit.Lines,Current.Delinquent.Credit.Lines,Previous.Delinquent.Credit.Lines,Business.Entity.Type,Years.in.File,Num.of.Legal.Items,Num.of.Trade.Lines,Num.of.Derog.Legal.Item,Two.Digit.SIC.Code,Two.Digit.SIC.Description,Population.in.Zip.Code,Male.Population.in.Zip.Code,Female.Population.in.Zip.Code,Average.House.Value.in.Zip.Code,Income.Per.Household.in.Zip....,Median.Age.in.Zip.Code,Time.Zone,Bus.Establishments.in.Zip.Code,Employment.in.Zip.Code,Annual.Payroll.in.Zip.Code,PO.Residential.Count.in.Zip,PO.Business.Count.in.Zip,Delivery.Total,State,ISO.Name,Loan.Size.Class
135527277,0.649869766,12974,32200,39928,12.5,4765.6,21205.02,21204.6667,3,O,480,3,39,20,20,12,7,Corporation,5,3,0,1,58,Eating and Drinking Places,1338,755,583,204200,51688,34.9,6,669,20340,1284268,909,624,1533,TX,B,S3
11222681,0.953163772,98336,166400,206336,12.5,24627.2,123086.72,123086.5,4,O,591,8,19,11,11,4,5,Corporation,4,0,0,0,58,Eating and Drinking Places,33115,15947,17168,1000001,54879,35.3,8,1082,16587,705121,18414,1288,19702,CA,B,S4
173021731,0.673109244,3204,8000,9520,12.5,883.2,9632,25188,1,R,489,30,25,12,8,2,11,Corporation,14,3,1,3,52,Building Materials and Hardware,9795,4941,4854,37400,23970,31,6,179,1650,30796,2156,210,2366,TX,B,S1
281427229,1.010831721,7839,13200,15510,12.5,712.8,22479.44,22480.0528,1,R,645,17,43,41,26,0,2,Sole Proprietorship,3,0,0,0,75,Auto Repair Services and Parking,8253,4154,4099,231200,53675,35.4,7,493,3007,95474,818,204,1022,ID,OTHER,S2
101227919,1.017276995,86672,143400,170400,12.5,13482.42,133573.64,13792,1,R,585,23,37,27,10,6,4,Corporation,1,0,1,0,59,Miscellaneous Retail Stores,7218,3671,3547,93800,40859,30.2,7,161,7979,273981,4479,220,4699,AZ,H,S4
40426128,0.923910548,20120,36600,43554,12.5,5050.8,28981.64,18574.75,8,O,580,13,15,3,4,9,3,Corporation,13,1,5,0,59,Miscellaneous Retail Stores,53343,25742,27601,91200,50512,32.8,6,648,7373,161148,19617,639,20256,TX,B,S3
270824116,0.860520095,1820,3600,4230,12.5,364.5,5523.02,5522.8,15,O,641,21,20,12,10,1,7,Sole Proprietorship,19,3,5,0,57,Home Furniture and Furnishings Stores,44572,22021,22551,155000,43330,36.2,8,2289,22179,660193,11970,1357,13327,OR,OTHER,S1
160721485,0.712622827,4714,10800,13230,12.5,1722.6,8466,8466,1,R,436,2,25,10,11,10,5,Sole Proprietorship,15,2,1,0,58,Eating and Drinking Places,12380,5907,6473,48100,31001,37.7,6,363,5177,125118,4691,340,5031,KS,H,S2
78220378,0.609324677,23838,63100,78244,5,9338.8,103789.7,135774,4,O,464,15,24,9,11,8,7,Limited Liability Company,2,0,1,0,59,Miscellaneous Retail Stores,47810,24078,23732,190700,68150,33.5,7,1255,14578,457497,15241,846,16087,CO,B,S4
303823171,0.986336088,17902,30000,36300,12.5,5431.5,42087.26,42087.2857,14,O,608,6,14,11,7,0,3,Corporation,10,1,5,0,51,Wholesale Trade-Nondurable Goods,38442,19131,19311,136100,41756,28.9,8,420,7667,234579,11063,381,11444,CA,H,S3
301223191,0.371543779,2580,11200,13888,17.5,1906.24,7286.36,5610,1,R,506,2,8,0,0,4,3,Sole Proprietorship,3,0,1,0,58,Eating and Drinking Places,28724,14804,13920,112100,27878,29.6,8,812,9963,280194,7129,770,7899,WA,D,S2
325826232,0.814499606,2584,5400,6345,12.5,364.5,4838.54,4838.54806,3,R,507,6,25,16,17,1,8,Sole Proprietorship,1,0,0,0,72,Personal Services,42840,21015,21825,264700,63245,37.4,8,1309,15075,441692,12083,948,13031,CA,D,S1
162027149,0.852953086,14745,29000,34574,12.5,2020.48,18626.56,9027.48994,6,O,645,3,26,26,15,0,2,Sole Proprietorship,0,10,2,1,79,Amusement and Recreational Services,13273,6874,6399,165400,50687,30.9,7,289,3246,101665,11339,147,11486,AZ,C,S3
45329945,0.676814516,3357,8000,9920,12.5,1184,5339.44,6045.2,5,O,582,2,37,36,23,1,0,Limited Liability Company,1,2,2,2,53,General Merchandise Stores,22583,11703,10880,162500,40618,34.3,8,1380,36111,1336028,8694,908,9602,WA,B,S1
327227827,0.69343638,6191,14400,17856,12.5,2131.2,9581.32,9581.5,4,O,553,24,16,11,13,1,4,Sole Proprietorship,3,7,2,0,54,Food Stores,46624,23685,22939,161400,41322,29,8,1241,20754,702016,11331,1738,13069,CA,B,S2
383421669,0.815738025,3338,6600,8184,12.5,976.8,4334.5,6206,6,O,554,6,44,14,29,8,22,Sole Proprietorship,6,1,0,0,80,Health Services,31866,15609,16257,548400,92989,38.2,8,859,19763,1729802,12011,804,12815,CA,B,S1
361828714,1.216851064,14298,20000,23500,12.5,540,27978,20032,2,R,639,27,35,30,23,3,2,Corporation,24,6,3,5,59,Miscellaneous Retail Stores,20631,10188,10443,157000,43162,36.1,8,725,7785,221183,5232,471,5703,WA,A,S2
94022614,0.420155319,5816,22600,27685,12.5,4587.8,17748.34,17748.3333,6,O,502,5,16,5,6,2,9,Limited Liability Company,2,0,1,0,72,Personal Services,52044,24880,27164,357300,38792,42.2,10,1982,32877,958354,16849,2500,19349,HI,H,S3
337821362,0.669153554,4933,12548,14744,12.5,1482.24,11293.72,11293,4,O,548,2,10,6,0,4,0,Sole Proprietorship,2,0,0,0,56,Apparel and Accessory Stores,7832,4120,3712,82300,34659,31.9,7,74,1902,52999,5512,131,5643,AZ,D,S2
224226160,0.993418032,16225,27800,32665,12.5,2251.8,25080.14,25080,5,O,561,15,24,20,17,4,0,Corporation,12,5,1,3,72,Personal Services,22425,12728,9697,204500,63750,36.2,8,510,6268,172819,6207,379,6586,CA,A,S3
383222385,0.619572615,5690,15500,18367.5,12.5,2123.5,12095.72,12147.3333,12,O,484,2,40,13,14,11,16,Sole Proprietorship,1,3,0,0,58,Eating and Drinking Places,25742,12681,13061,112600,43965,30.4,6,955,18273,623006,13980,833,14813,TX,H,S2
129020780,0.908683473,6488,12000,14280,12.5,331.2,20471.94,20471.94,6,R,534,7,27,24,17,1,2,Sole Proprietorship,11,3,0,1,75,Auto Repair Services and Parking,60281,30083,30198,192100,55957,29.7,8,769,9108,246222,16404,752,17156,CA,F,S2
384629139,0.407855974,1869,7800,9165,10,737.1,8662.32,8662.33333,6,O,527,4,31,11,19,10,10,Sole Proprietorship,2,2,0,0,55,Automotive Dealers and Service Stations,2912,1455,1457,172500,75031,35.5,6,109,1656,47400,3982,46,4028,TX,OTHER,S1
364028002,0.824666268,4139,8400,10038,12.5,233.52,7634.74,22272,1,R,517,7,25,18,14,0,7,Corporation,7,9,3,2,59,Miscellaneous Retail Stores,27115,13518,13597,105500,33511,31.6,8,1032,13997,530602,7757,1764,9521,CA,A,S2
384227840,0.608235114,9934,27800,32665,12.5,2627.1,25017.04,25016.6524,4,O,518,4,33,16,16,5,6,Limited Liability Company,15,4,4,2,58,Eating and Drinking Places,10319,4924,5395,143300,36305,25,8,147,1278,23800,2156,158,2314,OR,OTHER,S3
389021993,0.31300813,2387,12300,15252,12.5,1820.4,8094.36,9449.33333,6,O,476,8,85,51,71,5,29,Sole Proprietorship,1,0,0,0,75,Auto Repair Services and Parking,11285,5541,5744,62000,31193,36.6,6,226,3067,82287,4554,326,4880,TX,B,S2
37324314,0.256310204,31398,2.00E+05,245000,11,17400,152727.5,152727.5,4,O,459,1,11,3,4,6,2,Limited Liability Company,2,1,0,1,58,Eating and Drinking Places,28661,14511,14150,120700,39926,36.2,6,1332,23737,833293,14233,1774,16007,TX,F,S4
274720166,1.059877085,13581,20100,25627.5,12.5,4205.92,13207.42,13207.5,4,O,610,22,55,45,36,0,10,Limited Liability Company,21,1,1,0,50,Wholesale Trade-Durable Goods,62840,33034,29806,373000,84565,33.4,8,1844,48095,3152703,14763,1993,16756,CA,B,S3
183925890,0.867221708,7031,13800,16215,12.5,276,13020.22,8467,2,R,508,8,17,9,9,4,4,Sole Proprietorship,4,6,12,4,75,Auto Repair Services and Parking,59621,29539,30082,371800,75188,33.6,8,931,9242,241319,16999,705,17704,CA,A,S2
443924104,1.377559428,133750,156600,194184,12.5,23176.8,102988.98,109787.5,4,O,711,16,54,53,22,0,1,Sole Proprietorship,1,10,5,4,58,Eating and Drinking Places,13202,6461,6741,428100,105393,38.4,8,154,977,30080,4486,81,4567,CA,B,S4
37429304,0.721505728,11021,26000,30550,12.5,2808,21146.28,21146,3,O,518,7,17,12,9,3,2,Sole Proprietorship,11,2,2,1,58,Eating and Drinking Places,29963,14020,15943,441400,49066,37.7,8,608,5436,153170,16052,699,16751,CA,OTHER,S3
399125385,0.94918438,9601,17000,20230,12.5,2346,13414.52,27003.5556,9,O,636,2,23,20,14,1,2,Limited Liability Company,1,0,0,0,75,Auto Repair Services and Parking,56296,28271,28025,108600,36180,28,8,965,11823,315770,9331,1132,10463,CA,B,S2
19726849,1.31184811,32198,41600,49088,12.5,2912,37742.5,37742.4008,11,O,697,6,24,23,18,0,1,Sole Proprietorship,1,0,0,0,75,Auto Repair Services and Parking,61868,30351,31517,194200,40103,33.5,8,1167,12320,321411,17616,890,18506,CA,OTHER,S3
418420755,0,0,214000,265360,12.5,33255.6,138027.64,152286,3,O,632,4,38,36,24,0,2,Limited Liability Company,14,6,4,0,75,Auto Repair Services and Parking,5750,2753,2997,193000,65063,43.6,5,294,2888,71925,1671,73,1744,CA,H,S4
285126379,0.90227957,20978,38000,46500,12.5,6050,34540,94084,1,R,507,2,43,29,28,3,11,Corporation,2,2,2,0,53,General Merchandise Stores,13099,6358,6741,184400,37930,35.2,8,327,2833,73309,3854,269,4123,CA,H,S3
72628998,0.901784419,6216,12200,13786,8.5,384.3,20216.92,11287.5,4,R,586,2,41,37,17,0,4,Sole Proprietorship,18,5,1,2,58,Eating and Drinking Places,17093,8347,8746,52500,31193,33.4,6,182,2478,65668,4501,370,4871,TX,OTHER,S2
410522425,0.873109244,3117,6000,7140,10,828,6527.86,11352,15,O,601,5,9,5,4,2,2,Sole Proprietorship,2,0,0,0,75,Auto Repair Services and Parking,26547,13464,13083,176000,42678,34.9,7,1745,22105,703338,9547,1537,11084,CO,B,S1
178924222,0.770212766,4163,9200,10810,12.5,1086.76,8376.8,8377.2,5,O,610,3,11,4,2,4,3,Sole Proprietorship,19,6,2,4,79,Amusement and Recreational Services,18303,9069,9234,183700,52208,33,8,280,2704,80375,4302,137,4439,CA,D,S2
164028239,1.006963738,13954,23000,27715,12.5,3891.6,18500.54,19692.9091,11,O,611,5,17,10,10,4,3,Corporation,10,0,1,0,75,Auto Repair Services and Parking,51681,26427,25254,98900,31370,26.4,8,585,12440,378820,7987,464,8451,NV,H,S3
159326433,1.207967406,6671,9400,11045,12.5,888.3,8421.92,8422,3,O,637,4,27,19,14,4,4,Sole Proprietorship,4,0,0,0,59,Miscellaneous Retail Stores,30568,15191,15377,84800,27429,26.9,8,321,4556,144829,7501,385,7886,CA,OTHER,S2
432729215,0.939614052,23737,43000,50525,7.5,1161,121939.78,73681,2,R,483,21,17,4,4,5,8,Corporation,3,3,1,0,59,Miscellaneous Retail Stores,47249,22907,24342,97500,52053,33,6,1371,18720,506022,19647,1352,20999,OK,F,S4
103026293,1.232316868,58678,76800,95232,12.5,11366.4,50457.68,44146,1,O,594,1,15,15,4,0,1,Limited Liability Company,1,2,2,0,58,Eating and Drinking Places,10647,5341,5306,219600,67628,37,7,306,1407,38136,1730,10,1740,CO,B,S4
434624044,0.855751674,5624,10600,13144,12.5,1568.8,6686.02,6686,6,O,538,5,19,15,10,1,3,Sole Proprietorship,3,0,1,0,53,General Merchandise Stores,63997,32376,31621,134900,45995,29.2,8,748,12958,413196,15532,654,16186,CA,B,S2
58428355,0.458076564,9812,36000,42840,12.5,2980.8,28368,28368,1,R,600,7,22,13,15,5,4,Limited Liability Company,10,2,4,1,58,Eating and Drinking Places,23016,13921,9095,386400,31131,36.4,8,2488,50523,2168863,10990,3506,14496,CA,B,S3
198428272,0.63797054,3898,10400,12220,12.5,982.8,9399.78,9399.71429,14,O,434,7,13,3,4,6,4,Sole Proprietorship,15,1,15,0,53,General Merchandise Stores,38417,18462,19955,120600,39670,40.9,7,2362,36048,1065123,14939,2142,17081,NM,OTHER,S2
202027699,1.149949597,54756,76800,95232,12.5,9093.12,56807.42,56807.6728,5,R,504,3,22,5,14,7,10,Corporation,19,2,7,0,58,Eating and Drinking Places,40661,22535,18126,76200,25369,23.9,6,429,5896,167263,17051,505,17556,TX,B,S4
63620088,0.766553191,9007,20000,23500,12.5,400,37250.76,8874,1,R,521,6,7,4,4,3,0,Partnership,2,0,0,0,58,Eating and Drinking Places,24641,16488,8153,90200,31092,32.3,8,262,2743,57947,4515,393,4908,CA,A,S2
313121825,1.081662531,43591,65000,80600,12.5,9620,42880.94,53128.5,4,O,596,13,19,18,8,0,1,Corporation,10,8,5,3,53,General Merchandise Stores,68764,37116,31648,162600,42970,31.2,8,982,11326,346555,12021,729,12750,CA,B,S4
43921787,1.267146884,24276,30900,38316,12.5,4573.2,20318.86,31843,4,O,623,3,46,44,32,0,2,Corporation,0,4,1,0,17,Construction-Special Trade Contractors,23688,11676,12012,268700,63161,35.2,8,453,4619,151355,7773,308,8081,CA,B,S3
336921221,0.886925358,7177,13600,16184,12.5,1501.44,13560,16286,2,R,586,6,13,8,3,3,2,Corporation,5,3,0,0,59,Miscellaneous Retail Stores,58416,27355,31061,65100,26701,30.9,6,1879,25803,579505,19999,3067,23066,TX,B,S2
292025999,0.988810087,6274,10800,12690,12.5,583.2,8400.6,5318,1,R,635,5,13,9,4,0,4,Corporation,1,0,2,0,75,Auto Repair Services and Parking,2319,1206,1113,109000,32857,42.4,7,44,227,4504,604,20,624,ID,OTHER,S2
13523655,1.363903528,41537,51400,60909,12.5,7041.8,40286.96,40286.9231,13,O,766,13,37,37,19,0,0,Corporation,1,0,0,0,59,Miscellaneous Retail Stores,25099,12300,12799,108800,58173,33.9,6,1112,25810,838204,9103,1117,10220,NE,H,S4
159022077,0.964989759,15077,25200,31248,12.5,3729.6,16623.02,16623.3333,3,O,593,9,22,14,17,1,7,Sole Proprietorship,1,4,1,3,58,Eating and Drinking Places,33115,15947,17168,1000001,54879,35.3,8,1082,16587,705121,18414,1288,19702,CA,B,S3
144326383,0.507563025,906,3000,3570,12.5,331.2,5000,5244,1,R,498,15,27,11,17,6,10,Sole Proprietorship,8,0,0,0,75,Auto Repair Services and Parking,56348,28885,27463,32800,20117,29.3,6,735,15685,391649,15161,1401,16562,TX,B,S1
204028743,0.570230001,15768,44600,55304,12.5,6600.8,29424.82,35891.3333,3,O,431,9,23,6,12,8,9,Corporation,10,20,1,13,75,Auto Repair Services and Parking,59257,29485,29772,204700,61349,31.5,8,648,6239,149009,6617,621,7238,CA,B,S4
12925525,1.292299245,23536,31000,36425,12.5,3348,27986,28935.7143,7,O,726,7,40,37,18,0,3,Sole Proprietorship,4,0,1,0,75,Auto Repair Services and Parking,38915,18926,19989,117600,70773,35.2,6,887,9747,211919,13370,905,14275,TX,E,S3
102621801,0.859108159,5433,10200,12648,12.5,905.76,9148.72,8328.66667,3,O,538,30,38,26,26,3,9,Corporation,17,2,4,0,2,Agricultural Production-Livestock,4204,2138,2066,137900,40242,31.6,8,104,1054,29117,983,56,1039,OR,OTHER,S2
213523655,0.881370213,103561,2.00E+05,235000,8,16200,279813.66,220443.5,8,R,677,13,31,30,25,0,1,Corporation,6,8,3,2,79,Amusement and Recreational Services,14380,7301,7079,71700,30570,29.2,6,1009,23393,732961,4964,1310,6274,OK,A,S4
108623370,0.867031309,4597,8800,10604,12.5,744.48,7868.74,8130.76923,13,O,588,1,14,8,7,1,5,Sole Proprietorship,10,4,1,4,59,Miscellaneous Retail Stores,37214,18062,19152,148100,35699,33.3,8,853,11589,356457,14731,1562,16293,CA,A,S2
27926230,1.265260546,5099,6500,8060,12.5,769.6,5161.78,5161.77778,9,O,647,5,57,57,43,0,0,Sole Proprietorship,7,0,0,0,72,Personal Services,38857,19194,19663,86400,30287,40.6,7,926,12004,298777,5681,641,6322,AZ,B,S1
308122794,1.152460984,4800,7000,8330,12.5,966,6950.22,6950,3,O,657,15,22,14,8,0,8,Sole Proprietorship,13,0,2,0,75,Auto Repair Services and Parking,52752,25530,27222,100800,45742,32.5,7,691,11033,256737,12249,340,12589,AZ,B,S1
374023669,0.743716803,22963,49800,61752,12.5,7370.4,32785.72,50718.6667,3,O,607,2,9,3,2,5,1,Limited Liability Company,1,2,4,0,59,Miscellaneous Retail Stores,27200,13581,13619,147300,42458,32.3,6,1270,18454,601672,17895,1743,19638,TX,B,S4
16020135,0.789061387,11080,23600,28084,12.5,651.36,31897.5,21212,2,R,727,13,29,29,21,0,0,Corporation,2,2,2,1,75,Auto Repair Services and Parking,12682,6181,6501,94700,36664,31.4,7,420,4746,108329,4020,502,4522,UT,F,S3
38623879,0.905443548,8982,16000,19840,12.5,2368,10465.76,13694,3,O,528,3,29,17,13,12,0,Corporation,3,0,0,0,75,Auto Repair Services and Parking,20367,9918,10449,104400,30935,38.1,7,513,5253,108661,4526,528,5054,NM,B,S2
328525723,0.645917339,2563,6400,7936,12.5,757.76,4266,1896,3,R,660,47,8,2,0,6,0,Sole Proprietorship,8,3,0,1,75,Auto Repair Services and Parking,42621,21290,21331,85000,44042,31.8,6,595,8597,288243,14544,829,15373,TX,B,S1
257929871,1.082247899,51515,80000,95200,12.5,8832,92543.54,67393,2,R,624,15,33,27,19,0,6,Corporation,1,2,0,0,58,Eating and Drinking Places,40414,19364,21050,239900,40406,41.8,7,1632,17889,507919,6726,1523,8249,NM,B,S4
30220629,1.121494167,9037,13600,16116,12.5,1863.2,10758.54,10758.5,4,O,643,6,25,18,13,1,6,Sole Proprietorship,9,1,4,0,59,Miscellaneous Retail Stores,39519,19179,20340,88000,34122,28.6,6,1665,23972,551175,9454,1658,11112,TX,H,S2
165128284,1.168612766,17164,25000,29375,12.5,2700,22579.24,24528,3,O,621,17,43,41,25,0,2,Sole Proprietorship,3,0,0,0,75,Auto Repair Services and Parking,8253,4154,4099,231200,53675,35.4,7,493,3007,95474,818,204,1022,ID,OTHER,S3
172622488,0.884813505,14257,26200,32226,12.5,4590.24,25777.84,25776.4689,1,R,688,3,20,19,13,1,0,Corporation,3,1,5,0,58,Eating and Drinking Places,51545,25441,26104,184000,52328,36.9,8,1279,15645,493937,13050,731,13781,NV,B,S3
392720105,1.217312999,20953,27000,34425,12.5,5649.74,17804.84,17804.6667,3,O,652,30,25,24,11,0,1,Corporation,6,1,0,0,52,Building Materials and Hardware,5704,2753,2951,427800,68682,41.8,8,201,1859,52258,1700,25,1725,CA,B,S3
59726833,0.587755102,2592,7200,8820,12.5,1096.2,8048.24,5375.94433,8,R,534,5,15,4,4,10,5,Sole Proprietorship,9,7,1,3,75,Auto Repair Services and Parking,53757,27803,25954,57800,31033,26.4,6,818,14578,499361,14577,1080,15657,TX,H,S1
146129257,0.827234043,2916,6000,7050,12.5,648,11482,12958.6667,6,O,652,20,29,27,15,1,1,Corporation,18,0,3,0,75,Auto Repair Services and Parking,10936,6134,4802,43200,17791,27.2,6,713,7340,0,2044,905,2949,TX,E,S1
236823662,0.675680173,8121,20200,24038,12.5,1672.56,18226.4,19998.265,3,O,575,23,17,15,10,1,1,Partnership,14,2,0,0,75,Auto Repair Services and Parking,43817,21435,22382,57300,23832,21.6,6,139,1189,19814,4611,206,4817,TX,F,S2
274920975,1.104821715,158859,233800,287574,12.5,20480.88,160710.32,160710.667,6,R,551,4,21,17,10,0,4,Limited Liability Company,4,6,1,0,58,Eating and Drinking Places,38397,18914,19483,234900,65730,34.6,8,803,6159,175693,10243,176,10419,WA,OTHER,S4
51126125,1.325926917,39624,48200,59768,12.5,7133.6,31736.56,31736.5,4,O,640,3,29,29,7,0,0,Sole Proprietorship,3,0,1,0,56,Apparel and Accessory Stores,13202,6461,6741,428100,105393,38.4,8,154,977,30080,4486,81,4567,CA,B,S4
413523837,0.877543424,35365,65000,80600,12.5,9620,42755.04,42755,4,O,618,25,29,28,18,0,1,Sole Proprietorship,25,12,6,12,73,Business Services,8751,4422,4329,174500,46675,27.9,7,377,7449,254567,2564,259,2823,UT,B,S4
419725536,0.838014286,117322,240000,280000,12.5,25600,474814.18,474814.182,11,O,610,22,48,37,23,1,10,Corporation,20,20,1,15,53,General Merchandise Stores,8214,4615,3599,283300,46858,33.3,8,470,5908,126168,308,41,349,CA,OTHER,S4
111227385,1.079689503,15161,23600,28084,12.5,2605.44,26048,21399.6,5,R,529,11,23,13,16,1,9,Corporation,4,1,0,0,50,Wholesale Trade-Durable Goods,25117,12155,12962,188900,52696,35.3,8,729,10743,314480,7195,713,7908,CA,B,S3
389826495,0.625708384,5907,15800,18881,12.5,2415.82,12385.28,12385.2727,11,O,519,1,7,2,2,3,2,Limited Liability Company,1,0,2,0,79,Amusement and Recreational Services,33431,16743,16688,199900,82865,33.6,7,526,3528,84735,2593,218,2811,AZ,H,S2
403726935,1.16010101,43643,66000,75240,12.5,4224,70560.48,62638.1818,11,O,684,96,32,29,11,0,3,Corporation,30,1,10,0,53,General Merchandise Stores,38799,19371,19428,133100,42562,31.7,8,910,16378,632293,12649,1072,13721,CA,B,S4
441727773,0.863102999,7944,15600,18408,12.5,1272.96,14113.52,14113.6007,3,O,656,9,12,3,3,0,0,Corporation,3,0,4,0,58,Eating and Drinking Places,44391,20636,23755,104400,39548,39.7,7,1785,21495,468428,17542,1520,19062,MT,OTHER,S2
36528814,0.830552466,4480,8700,10788,10,1287.6,7154.18,7154.66667,3,O,550,2,13,4,5,5,4,Sole Proprietorship,2,2,0,0,53,General Merchandise Stores,22655,11361,11294,98200,41692,33.1,6,696,10284,238562,5644,683,6327,ND,B,S2
96320734,0.730777624,20092,46600,54988,12.5,5070.08,45439.32,50738,5,O,561,12,41,11,11,0,7,Sole Proprietorship,12,1,0,0,57,Home Furniture and Furnishings Stores,34957,17015,17942,110500,33182,32,8,971,11204,320849,9224,1088,10312,CA,OTHER,S4
365323958,1.446736684,7714,8600,10664,12.5,1272.8,5736.28,5736.33333,6,O,676,1,30,30,15,0,0,Limited Liability Company,2,0,0,0,73,Business Services,42513,20938,21575,290600,72033,37.4,8,1331,17023,610008,13793,1008,14801,CA,B,S2
437328458,0,0,5.00E+05,592500,9,65075,675754.44,675754.727,11,O,662,12,86,86,56,0,0,Sole Proprietorship,22,11,4,3,54,Food Stores,17910,8736,9174,273500,48920,46.7,5,1850,15184,634411,10471,1333,11804,CA,H,S4
414623531,0.486966439,5978,19800,24552,12.5,2930.4,12988.48,12988.5,4,O,434,13,40,18,28,7,15,Sole Proprietorship,9,1,0,0,58,Eating and Drinking Places,14327,6975,7352,62300,33366,37,6,582,6026,127430,5707,801,6508,OK,B,S2
193223842,0.485803627,27188,91000,111930,12.5,13950.3,59325.48,59325,4,O,524,3,37,29,27,2,6,Corporation,12,0,4,0,58,Eating and Drinking Places,22726,11266,11460,190700,35013,33.1,8,1419,16360,501639,11571,1807,13378,OR,OTHER,S4
172128053,0.758151671,36900,81800,97342,12.5,9030.72,64608.96,64609,4,R,525,23,23,6,11,2,15,Corporation,12,3,3,0,56,Apparel and Accessory Stores,39779,20622,19157,111900,34252,36.7,8,1242,23935,626523,14557,1726,16283,NV,B,S4
241629315,0.910801564,14908,26400,32736,12.5,3907.2,17399.86,18657.3333,9,O,547,53,17,6,9,5,6,Partnership,30,1,0,0,57,Home Furniture and Furnishings Stores,31292,15335,15957,60700,30401,33.6,6,677,10831,239653,8466,1045,9511,TX,B,S3
167628377,0.714348514,16250,37600,45496,12.5,3203.52,33813.52,41095,4,O,581,1,20,16,10,2,2,Corporation,1,2,0,0,70,Hotels Rooming and Other Lodging Places,45074,22747,22327,194400,41408,28.4,8,525,32124,731428,10106,756,10862,CA,OTHER,S3
342320087,0.727338936,12983,28000,35700,12.5,5859,19779.88,4054.85483,11,O,675,2,8,3,6,0,5,Corporation,2,0,1,0,72,Personal Services,24970,12094,12876,262400,76024,38,8,1639,39455,1378342,12384,1513,13897,CA,B,S3
253425994,0.436609152,2328,8600,10664,12.5,1336.44,5534.5,6603.66667,6,O,449,94,27,9,13,13,5,Limited Liability Company,21,0,3,0,58,Eating and Drinking Places,39932,25194,14738,46900,27921,32.7,6,505,9733,320153,11037,812,11849,TX,H,S2
147126537,1.238099951,12511,17200,20210,10,1509.3,16519.68,20150.5,4,O,643,5,31,25,20,0,6,Sole Proprietorship,1,0,0,0,58,Eating and Drinking Places,4893,2587,2306,200000,39906,42,8,112,1028,31451,1880,77,1957,CA,OTHER,S2
11125673,0.716735823,2591,6000,7230,12.5,1015.2,9315.88,9315.5,4,O,456,1,58,31,52,4,23,Corporation,1,1,1,0,7,Agricultural Services,20928,10214,10714,165700,47927,36.4,8,489,6302,215447,7324,451,7775,WA,H,S1
281226510,0.881965848,5294,9800,12005,12.5,1989.4,7612.02,7612,5,O,561,6,32,17,19,3,12,Partnership,2,2,1,0,56,Apparel and Accessory Stores,21095,10609,10486,95100,33409,24.2,6,624,24564,0,7651,528,8179,SD,H,S2
209127264,1.070681606,22934,36000,42840,12.5,2980.8,32603.42,32603.4286,7,O,651,3,27,26,9,0,1,Partnership,1,0,1,0,70,Hotels Rooming and Other Lodging Places,36625,17719,18906,122800,36150,36.3,7,636,8403,229244,9457,640,10097,NM,F,S3
46522436,0.799801602,43538,87800,108872,12.5,12994.4,58222.24,58222,3,O,617,25,27,25,10,1,1,Corporation,23,1,2,0,58,Eating and Drinking Places,88225,44084,44141,226400,49686,34.1,8,1956,20020,507377,24984,2358,27342,CA,B,S4
97923386,1.111511623,129819,198800,233590,15,10735.2,201016,337595,2,R,649,56,35,28,22,1,6,Corporation,30,5,14,0,50,Wholesale Trade-Durable Goods,47127,22395,24732,160600,23797,30.5,8,393,4435,122783,16211,792,17003,CA,OTHER,S4
400227925,1.045423575,9206,14800,17612,12.5,2042.4,11668.16,13094.6667,12,O,636,7,37,36,19,0,1,Sole Proprietorship,1,0,0,0,80,Health Services,23508,12224,11284,168000,36769,28.7,8,974,11477,310058,8215,1315,9530,CA,B,S2
136422105,0.877715853,40317,77200,91868,12.5,6392.16,69496.02,72610.5,4,O,540,3,18,2,4,14,2,Corporation,12,4,4,1,75,Auto Repair Services and Parking,40824,20258,20566,141500,61583,32.4,8,612,7576,196457,2629,132,2761,CA,F,S4
83029454,0.362948635,8444,39600,46530,12.5,4276.8,30542.42,30542.2,10,O,548,5,14,6,5,4,4,Sole Proprietorship,5,1,0,1,7,Agricultural Services,31246,15045,16201,361100,55766,42.7,8,915,6452,180976,9878,636,10514,CA,OTHER,S3
442924491,0.705423729,12486,28400,35400,12.5,3243.6,20578.96,20578.6667,3,R,547,25,19,6,6,4,6,Partnership,4,13,0,10,58,Eating and Drinking Places,8419,4112,4307,72500,29452,40.4,7,288,2538,52566,2426,307,2733,NM,H,S3
419329345,0.633683222,14851,37800,46872,12.5,4475.52,25776,26599.2,5,R,560,20,2,1,0,1,0,Sole Proprietorship,25,2,2,1,59,Miscellaneous Retail Stores,11505,5654,5851,167700,86488,33.8,6,472,6311,156633,2035,547,2582,TX,B,S3
